ulasan,rating,tangibles,reliability,emphaty,assurance,kategori
dosen milik wawas pengetahuan bagus kurang sampai sebar pengetahuan mahasiswa,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas fisik kampus kurang memuaskan,3,1,1,0,1,"tangibles, reliability, assurance"
dimulai pintu ruang kiah macet laboratorium panas toilet lampu tidak fungsi,3,1,1,0,1,"tangibles, reliability, assurance"
tidak puas melihat sisi prodi teknologi informasi prodi ilmu komputer menyedihkan,3,0,0,0,0,umum
alangkah baiknya fasilitas ilmu komputer imbang ti,3,1,1,0,1,"tangibles, reliability, assurance"
realibility staf akademik merasa netral dosen bagus dosen tidak bagus,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
staf akademik terang materi sampai akar staf akademik hanya membaca slide terang lebih lanjut,3,0,1,1,1,"reliability, emphaty, assurance"
terkadang dosen dadak tidak datang ingat dahulu,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
lalu dosen tugas tidak sesuai kemampuan mahasiswa mahasiswa merasa tidak milik kemampuan kritis,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
lalu dosen tugas tidak sesuai kemampuan mahasiswa mahasiswa merasa tidak milik kemampuan kritis,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
pengurus berkas baik,3,1,1,0,1,"tangibles, reliability, assurance"
tu ambil krs staf baik sampai saran agar uts jalan lancar masalah berkas,3,1,1,0,1,"tangibles, reliability, assurance"
konfirmasi staf data kurang jelas,3,0,1,0,0,reliability
fakultas merasa ok staf staf peduli mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
organisasi fakultas bantu mahasiswa landa masalah,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
organisasi workshop latih sesuai apa butuh mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas fasilkom-ti buruk,1,1,1,0,1,"tangibles, reliability, assurance"
fasilkom-ti tidak milik kantin sendiri mahasiswa harus keluar jam makan siang,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
istirahat satu mata kuliah mata kuliah singkat,1,0,0,0,0,umum
jadi buru mencari makan makan,1,0,0,0,0,umum
dosen staff pengajar tidak masuk kelas ajar malas,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
tindakan staff kurang menyenangkan tatap sinis,1,0,0,0,0,umum
keperluan pegawai tata usaha kurang responsif,1,0,0,0,0,umum
pribadi sendiri aspek bagus mulai ruang kuliah estetik laboratorium canggih toilet harum bersih ruang ibadah pada luas nyaman berkuliah,4,1,1,0,1,"tangibles, reliability, assurance"
aspek reliabilty dosen disiplin tidak tidak masuk materi ajar asik tugas mudah dosen pengertian mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
aspek staf ramah baik komunikatif pribadi merasa nyaman,4,1,1,0,1,"tangibles, reliability, assurance"
aspek empathy fakultas peduli mahasiswa mengawasi monitor mahasiswa para mahasiswa merasa peduli,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
kampus usu khusus fasilkom-ti membantu proses ajar harus harus perhati,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas dapat membantu mahasiswa belajar hanya saja mushola sedia gedung tidak mahasiswa kondisi hujan mushola hanya dosen dosen ajar membantu paham mahasiswa mahasiswa tidak belajar tentang komputer jenjang tengah berhasil memahami pelajaran ajar dosen detail hanya saja dosen kebanyakan tidak hadir proses ngajar ajar laku mahasiswa membantu mental mahasiswa proses belajar fasilkom-ti,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
ruang kuliah fasilkom-ti milik fasilitas bagus banding fakultas lain,5,1,1,0,1,"tangibles, reliability, assurance"
menyadari fasilkom-ti berkaitan erat teknologi perhati suhu ruang ruang milik ac baik,5,1,1,0,1,"tangibles, reliability, assurance"
laboratorium milik perangkat komputer milik spesifikasi bagus praktikum,5,0,0,0,0,umum
lantai milik toilet mungkin sepele tetap perhati fasilkom-ti,5,1,0,0,0,tangibles
bersih rutin bersih tetap terjaga,5,1,0,0,0,tangibles
kualitas ajar baik,5,1,1,0,1,"tangibles, reliability, assurance"
dosen milik ajar berbeda semua ajar friendly fleksibel mahasiswa tidak takut bertanya diskus dosen milik peran sebagai fasilitator,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
modul lengkap mudah paham,5,0,0,0,0,umum
staf akademik ramah masyarakat fasilkom-ti,5,0,1,1,0,"reliability, emphaty"
dosen pembimbing akademik terbuka mahasiswa butuh fasilitas konseling,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
pihak fakultas fasilkom-ti sering survei ada kuesioner membantu mahasiswa memenuhi butuh menunjang maju mahasiswa,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
hal terkait bidang non akademik olahraga seni hobi mahasiswa salur baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
semua civitas akademika fasilkom-ti ramah pandang status sosial ekonomi,5,0,0,0,0,umum
aspek tangible fasilitas ruang kuliah lumayan penuh hanya sering terjadi ganggu wifi jaringan mengganggu aktivitas belajar bangku buat kayu membuat mahasiswa lebih cepat lelah rapuh sering decit mengganggu ajar kurang sedia colok laptop kursi tambahan,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
aspek materi kes terburu mahasiswa kurang memahami materi,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilkom-ti fisik kampus kurang lantai keramik rusak lampu toilet mati hidup cuman fasilitas lab tidak pada banyak komputer tidak hidup ac kurang dingin wifi tidak fungsi,1,1,1,0,1,"tangibles, reliability, assurance"
hujan banyak lumut membuat licin hujan mencium bau bau kurang enak,1,1,0,0,0,tangibles
mati lampu tidak hidup genset membuat proses belajar ajar terhambat lambat proses belajar ajar,1,0,1,0,1,"reliability, assurance"
fasilitas fisik kampus tidak jelek sedikit kurang tertata lampu toilet perempuan mati terkadang lampu hidup mati hidup mati sedikit mengganggu ruang unit ac tidak hidup maksimal membuat mahasiswa mahasiswa sedikit tidak nyaman,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen terkadang suka ganti kelas tidak datang sesuai jadwal terkadang sedikit mengganggu sebagai mahasiswa proses belajar,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
inila faktor membuat kurang puas,1,0,0,0,0,umum
layanan sedia baik mana wifi tersedia mahasiswa akses butuh mata kuliah akses jaringan pun kelemahan wifi sering terjadi lag wifi terkadang kurang manfaat,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
wifi sendiri layanan lain tempat belajar nyaman dukung aktivitas belajar ajar soal tentang fasilitas mungkin dosen ajar pun ajar bahasa mudah paham dosen hanya ajar awal kalimat tidak mungkin asah pola pikir,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilkom-ti milik layanan didik bagus,4,0,0,0,0,umum
mulai dosen dosen milik banyak pengalaman studi tinggi membuat mahasiswa ajar mendapat ajar maksimal mahasiswa menerima ajar mudah baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen mungkin kurang kejelasan materi mengerti mudah mengerti kurang mahasiswa tidak modul dosen,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
tidak masalah kalau kampus kecil segi indah kurang,2,0,1,0,0,reliability
jalan tidak rata cat gedung kurang bagus pudar kelupas lapangan parkir kurang baik sering lumpur terpeleset hiasan taman tidak air mancur tidak fungsi kamar mandi air kecil lampu mati ac-nya banyak tidak perabot kelas tidak susun rapi,2,1,1,0,1,"tangibles, reliability, assurance"
ruang ibadah ngga dingin ruang panas,2,1,1,0,1,"tangibles, reliability, assurance"
nilai kurang dosen staf pengajar,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sering tidak masuk kelas kurang pandai materi jelas suka hati memindahkan jam kelas,2,1,0,0,1,"tangibles, assurance"
modul kurang paham inti bahasa inggris harus arti smua pribadi,2,1,0,1,0,"tangibles, emphaty"
semuanya baik tidak masalah,2,1,1,0,1,"tangibles, reliability, assurance"
lambatt,2,0,0,0,0,umum
kemarin suda isi kuisioner ttg berbagai kepentingan kampus no respon,2,0,1,0,0,reliability
kurangg lebih tidak peduli,2,0,0,0,0,umum
fasilitas ruang fasilkom ti baik ruang remot infokus tidak musola mesjid belum solat harus mesjid fakultas lain,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas laboratorium belum merata fasilitas prodi materi ajar laboratorium baik,1,1,1,0,1,"tangibles, reliability, assurance"
kehadiran dosen variatif dosen dateng kurang kurang 15 menit batas toleransi lambat dosen lambat masuk sampai satu jam hanya menit bobot sks sks harus jam,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas ruang lengkap baik,5,1,1,0,1,"tangibles, reliability, assurance"
fasilitas laboratorium baik memuaskan,5,1,1,0,1,"tangibles, reliability, assurance"
para asisten lab baik sampai materi,5,1,1,0,1,"tangibles, reliability, assurance"
dosen guna ajar disiplin mahasiswa,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
materi dosen baik mudah paham,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
bersih selelu perhati bersih ruang bersih toilet bersih lorong masuk ruang,5,1,1,0,1,"tangibles, reliability, assurance"
lias staff akademik baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
urus berkas mahasiswa staff fakuktas baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
aspek berkuliah baik ruang kuliah pada proses belajar kurang hanya dingin ruang tidak terlalu memadal panas kurang nyaman,3,1,1,0,1,"tangibles, reliability, assurance"
laboratorium tollet baik terjaga bersih,3,1,1,0,1,"tangibles, reliability, assurance"
terkait aspek bilang baik pemberian maten dosen paham pemberian materi serta praktik membuat lebih memahami terkait materi,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
ada eleaming laku akses modul mudah,3,0,0,0,0,umum
terkait layanan urus berkas sepertinya perlu tingkat lagi terkadang berkas urus lama tertunda contoh urus berkas kkm program kampus merdeka sulit berkas sampai minggu berkas belum dapat,3,0,1,0,1,"reliability, assurance"
fasilitas sedia fasilkom-ti jauh kata memuaskan ruang ibadah minim membuat mahasiswa harus ibadah fakultas lain tidak milik kantin mahasiswa harus mes makanan aplikasi harus fakultas lain membeli makanan kurang efektif toilet sendiri gelap lampu fungsi hanya lampu saja membuat orang berkerumun hanya masuk toilet saja,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas dapatkan baik,4,1,1,0,1,"tangibles, reliability, assurance"
ruang kelas nyaman terkadang ruang kelas tidak dingin panas pengap,4,1,1,0,1,"tangibles, reliability, assurance"
ruang dekat kamar mandi wanita sering banjir becek banyak membuat lantai fasilkom-ti kotor tidak hati-hati terpeleset,4,1,1,0,1,"tangibles, reliability, assurance"
sarana wifi pada kadang cepat kadang lambat tidak koneksi internet tidak apa jadi hemat kuota,4,0,0,0,0,umum
sayang lab prodi ilmu komputer banyak komputer tidak menyala alhasil pakai laptop pribadi,4,1,0,0,0,tangibles
kamar mandi wanita jarang kuras membuat bak kotor,4,0,0,0,0,umum
ruang ibadah baik,4,1,1,0,1,"tangibles, reliability, assurance"
para dosen baik meskipun kadang dosen gamasuk kabar para mahasiswa berada kelas,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
materi pun jelas tinggal mahasiswa saja memahami materi,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
para staff membantu,4,0,0,0,0,umum
tenang pendidik dosen fasilkom-ti iru bagus para dosen dosen fasilkom-ti dosen raih banyak prestasi fasilkom-ti akreditasi unggul membuat kualitas mahasiswa semakin baik tenaga didik dosen dosen pilihan tingkat kualitas mahasiswa inya terjamin baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
kualitas ajar mudah mengerti mahasiswa membuat mahasiswa tidak malas berkuliah mudah mengerti,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
aspek berkuliah baik ruang kuliah pada dingin ruang baik,3,1,1,0,1,"tangibles, reliability, assurance"
laboratorium baik stop kontak tidak,3,1,1,0,1,"tangibles, reliability, assurance"
toilet baik terjaga bersih,3,1,1,0,1,"tangibles, reliability, assurance"
aspek reability baik terkait pemberian materi dosen paham elearning membuat lebih mudah akses modul,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
terkait layanan staff baik,3,1,1,0,1,"tangibles, reliability, assurance"
fasilitas fisik kampus fisik kampus terutama kamar mandi fasilkom ti kurang memuaskan,1,1,1,0,1,"tangibles, reliability, assurance"
andal dosen staf akademik dosen materi tidak jelas,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
laku mahasiswa semuanya bagus,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sikap tanggap fakultaa sigap selesai masalah akademik pun keringanan maha siswa,1,0,1,1,0,"reliability, emphaty"
empathy paham kepentingan mahasiswa fakuktas bebas ingin mahasiswa buka ukm- ukm organisasi latih minat bakat mahasiswa,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
ruang kuliah fasilkom ti nyaman bersih jadi semangat belajar sedia ruang solat bersih ruang laboratorium nyaman aslab enak kali ngajak seru sama adek-adek laboratorium layak jadi tempat belajar toilet bersi krna bersih dosen jelas materi asik tidak langsung meminta murid lebih banya belajar mandiri emang la perbedaan pelajar banding mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas fisik kampus fasilitas fisik kampus bagus alat membantu kuliah belum pada,3,1,1,0,1,"tangibles, reliability, assurance"
andal dosen staf akademik para dosen staff akademik membantu ajar kuliah dosen belum materi perkuliqhan jelas,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
laku mahasiswa semua staff dosen ayom mahasiswa dosen sulit mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sikap tanggap faskultas tanggao selesai masalah siswa mau bidang akademik tidak mampu biaya,3,0,1,1,0,"reliability, emphaty"
kesusahan urus berkas,3,0,0,0,1,assurance
empathy paham kepentingan mahasiswa fakultas peduli memahami kepentingan kesulitan mahasiswa fakultas monitor maju mahasiswa melalui dosen pembimbing akademik fakultas berusaha memahami minat bakat mahasiswa berusaha kembang fakultas sering lupa terlalu kembang minat bakat buruk terjadi,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas fisik kampus fasilitas fisik kampus bagus,4,1,1,0,1,"tangibles, reliability, assurance"
alat membantu kuliah belum pada,4,0,0,0,0,umum
andal dosen staf akademik para dosen staff akademik membantu ajar kuliah,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen belum materi perkuliqhan jelas,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
laku mahasiswa semua staff dosen ayom mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen sulit mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sikap tanggap faskultas tanggao selesai masalah siswa mau bidang akademik tidak mampu biaya,4,0,1,1,0,"reliability, emphaty"
kesusahan urus berkas,4,0,0,0,1,assurance
empathy paham kepentingan mahasiswa fakultas peduli memahami kepentingan kesulitan mahasiswa fakultas mengawasi maju mahasiswa melalui dosen pembimbing akademik pun dosen pembimbing fakultas berusaha memahami minat bakat mahasiswa berusaha kembang lewat ukm-ukm organisasi organisasi kampus tersedia fakultas lupa terlalu kembang minat bakat buruk terjadi,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas fisik kampus ruang kelas bersih nyaman hari menambah kenyamanan belajar kekurangan proyektor kelas masalah sulit proses belajar ajar,5,1,1,0,1,"tangibles, reliability, assurance"
ruang lab nyaman kekurangan komputer tidak hidup,5,1,1,0,1,"tangibles, reliability, assurance"
andal dosen staf akademik semua dosen handal ajar,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
staf baik,5,1,1,0,1,"tangibles, reliability, assurance"
laku mahasiswa laku mahasiswa baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sikap tanggap cepat tanggap terjadi masalah butuh rujuk,5,0,0,0,0,umum
paham kepentingan mahasiswa kepentingan mahasiswa utama terutama belajar,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
baik,5,1,1,0,1,"tangibles, reliability, assurance"
fasilitas fisik kampus fasilitas fisik kampus bagus,3,1,1,0,1,"tangibles, reliability, assurance"
alat membantu kuliah belum pada,3,0,0,0,0,umum
andal dosen staf akademik para dosen staff akademik membantu ajar kuliah,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen belum materi kuliah jelas,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
laku mahasiswa semua staff dosen ayom mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen sulit mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sikap tanggap faskultas tanggap selesai masalah siswa mau bidang akademik ketidakmampuan biaya,3,0,1,1,0,"reliability, emphaty"
kesusahan urus berkas,3,0,0,0,1,assurance
empathy paham kepentingan mahasiswa fakultas peduli memahami kepentingan kesulitan mahasiswa fakultas mengawasi maju mahasiswa melalui dosen pembimbing akademik pun dosen pembimbing fakultas berusaha memahami minat bakat mahasiswa berusaha kembang lewat ukm-ukm organisasi organisasi kampus tersedia fakultas lupa terlalu kembang minat bakat buruk terjadi,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
berada fasilkom ti kualitas kampus kurang dimulai wif mempunyai kecepatan lamban lalu komputer tidak cepat tanggap tempat iibadah tidak mencukupi mahasiswa,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
ruang kuliah bagu hanya saja bangku kurang pada ac banyak tidak cakup ruang,2,1,1,0,1,"tangibles, reliability, assurance"
