ulasan,rating,tangibles,reliability,emphaty,assurance,kategori,sentiment,polaritas
andal dosen mahasiswa baik melayani mahasiswa ramah satun mulai dosen baik ajar akademik staf saat melayani kebutuhan akademik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",28,positive
laku mahasiswa baik ramah sopan,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",8,positive
sikap tanggap paham mahasiswa bagus perhati kebutuhan,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",11,positive
ruang kuliah rusng ibadah bersih,3,1,1,0,1,"tangibles, reliability, assurance",0,netral
ruang toilet kurang bersih kadang-kadang luar becek air menganggu mahasiswa lewat,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-8,negative
ruang laboratorium baik lebih baik milik tambahan tempat supaya mahasiswa tidak milik masalah terkait sempit tempat,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-19,negative
terkait baik baik lagi,3,1,1,0,1,"tangibles, reliability, assurance",-2,negative
empathy baik,3,1,1,0,1,"tangibles, reliability, assurance",3,positive
bimbingan tugas kali kendala sulit mahasiswa termasuk sendiri,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-11,negative
ruang kuliah tidak gambar fakultas berkaitan it,1,1,1,0,1,"tangibles, reliability, assurance",-3,negative
kelas milik masalah proyektor tidak fungsi,1,1,0,0,0,tangibles,-7,negative
laboratorium milik kendala perangkat tidak hidup mengalami rusa tidak praktikum,1,0,0,0,0,umum,-3,negative
tidak semua toilet menyediakan sabun wastafel,1,1,0,0,0,tangibles,7,positive
khusus toilet lantai aroma terkadang kurang sedap,1,1,0,0,0,tangibles,-5,negative
dosen mengalami penurunan kualitas ajar,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
dosen jarang masuk hanya tugas,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
peran dosen sebagai fasilitator kurang,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-8,negative
lambat dosen memasuki kelas bukan langka,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
pertemuan dosen aju undur 15-30 menit alas kurang profesional sempat,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-4,negative
dosen milik wawas pengetahuan bagus kurang sampai sebar pengetahuan mahasiswa,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",6,positive
fasilitas fisik kampus kurang memuaskan,3,1,1,0,1,"tangibles, reliability, assurance",-6,negative
dimulai pintu ruang kiah macet laboratorium panas toilet lampu tidak fungsi,3,1,1,0,1,"tangibles, reliability, assurance",-1,negative
tidak puas melihat sisi prodi teknologi informasi prodi ilmu komputer menyedihkan,3,0,0,0,0,umum,2,positive
alangkah baiknya fasilitas ilmu komputer imbang ti,3,1,1,0,1,"tangibles, reliability, assurance",13,positive
realibility staf akademik merasa netral dosen bagus dosen tidak bagus,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
staf akademik terang materi sampai akar staf akademik hanya membaca slide terang lebih lanjut,3,0,1,1,1,"reliability, emphaty, assurance",12,positive
terkadang dosen dadak tidak datang ingat dahulu,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",13,positive
lalu dosen tugas tidak sesuai kemampuan mahasiswa mahasiswa merasa tidak milik kemampuan kritis,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
lalu dosen tugas tidak sesuai kemampuan mahasiswa mahasiswa merasa tidak milik kemampuan kritis,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
pengurus berkas baik,3,1,1,0,1,"tangibles, reliability, assurance",6,positive
tu ambil krs staf baik sampai saran agar uts jalan lancar masalah berkas,3,1,1,0,1,"tangibles, reliability, assurance",0,netral
konfirmasi staf data kurang jelas,3,0,1,0,0,reliability,-5,negative
fakultas merasa ok staf staf peduli mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",6,positive
organisasi fakultas bantu mahasiswa landa masalah,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
organisasi workshop latih sesuai apa butuh mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
fasilitas fasilkom-ti buruk,1,1,1,0,1,"tangibles, reliability, assurance",-3,negative
fasilkom-ti tidak milik kantin sendiri mahasiswa harus keluar jam makan siang,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-14,negative
istirahat satu mata kuliah mata kuliah singkat,1,0,0,0,0,umum,-4,negative
jadi buru mencari makan makan,1,0,0,0,0,umum,1,positive
dosen staff pengajar tidak masuk kelas ajar malas,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",0,netral
tindakan staff kurang menyenangkan tatap sinis,1,0,0,0,0,umum,-3,negative
keperluan pegawai tata usaha kurang responsif,1,0,0,0,0,umum,9,positive
pribadi sendiri aspek bagus mulai ruang kuliah estetik laboratorium canggih toilet harum bersih ruang ibadah pada luas nyaman berkuliah,4,1,1,0,1,"tangibles, reliability, assurance",-6,negative
aspek reliabilty dosen disiplin tidak tidak masuk materi ajar asik tugas mudah dosen pengertian mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",12,positive
aspek staf ramah baik komunikatif pribadi merasa nyaman,4,1,1,0,1,"tangibles, reliability, assurance",5,positive
aspek empathy fakultas peduli mahasiswa mengawasi monitor mahasiswa para mahasiswa merasa peduli,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
kampus usu khusus fasilkom-ti membantu proses ajar harus harus perhati,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-2,negative
fasilitas dapat membantu mahasiswa belajar hanya saja mushola sedia gedung tidak mahasiswa kondisi hujan mushola hanya dosen dosen ajar membantu paham mahasiswa mahasiswa tidak belajar tentang komputer jenjang tengah berhasil memahami pelajaran ajar dosen detail hanya saja dosen kebanyakan tidak hadir proses ngajar ajar laku mahasiswa membantu mental mahasiswa proses belajar fasilkom-ti,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",29,positive
ruang kuliah fasilkom-ti milik fasilitas bagus banding fakultas lain,5,1,1,0,1,"tangibles, reliability, assurance",0,netral
menyadari fasilkom-ti berkaitan erat teknologi perhati suhu ruang ruang milik ac baik,5,1,1,0,1,"tangibles, reliability, assurance",-1,negative
laboratorium milik perangkat komputer milik spesifikasi bagus praktikum,5,0,0,0,0,umum,2,positive
lantai milik toilet mungkin sepele tetap perhati fasilkom-ti,5,1,0,0,0,tangibles,7,positive
bersih rutin bersih tetap terjaga,5,1,0,0,0,tangibles,5,positive
kualitas ajar baik,5,1,1,0,1,"tangibles, reliability, assurance",8,positive
dosen milik ajar berbeda semua ajar friendly fleksibel mahasiswa tidak takut bertanya diskus dosen milik peran sebagai fasilitator,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",-8,negative
modul lengkap mudah paham,5,0,0,0,0,umum,6,positive
staf akademik ramah masyarakat fasilkom-ti,5,0,1,1,0,"reliability, emphaty",5,positive
dosen pembimbing akademik terbuka mahasiswa butuh fasilitas konseling,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
pihak fakultas fasilkom-ti sering survei ada kuesioner membantu mahasiswa memenuhi butuh menunjang maju mahasiswa,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",-2,negative
hal terkait bidang non akademik olahraga seni hobi mahasiswa salur baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",0,netral
semua civitas akademika fasilkom-ti ramah pandang status sosial ekonomi,5,0,0,0,0,umum,5,positive
aspek tangible fasilitas ruang kuliah lumayan penuh hanya sering terjadi ganggu wifi jaringan mengganggu aktivitas belajar bangku buat kayu membuat mahasiswa lebih cepat lelah rapuh sering decit mengganggu ajar kurang sedia colok laptop kursi tambahan,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",23,positive
aspek materi kes terburu mahasiswa kurang memahami materi,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",-12,negative
fasilkom-ti fisik kampus kurang lantai keramik rusak lampu toilet mati hidup cuman fasilitas lab tidak pada banyak komputer tidak hidup ac kurang dingin wifi tidak fungsi,1,1,1,0,1,"tangibles, reliability, assurance",14,positive
hujan banyak lumut membuat licin hujan mencium bau bau kurang enak,1,1,0,0,0,tangibles,-15,negative
mati lampu tidak hidup genset membuat proses belajar ajar terhambat lambat proses belajar ajar,1,0,1,0,1,"reliability, assurance",15,positive
fasilitas fisik kampus tidak jelek sedikit kurang tertata lampu toilet perempuan mati terkadang lampu hidup mati hidup mati sedikit mengganggu ruang unit ac tidak hidup maksimal membuat mahasiswa mahasiswa sedikit tidak nyaman,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",9,positive
dosen terkadang suka ganti kelas tidak datang sesuai jadwal terkadang sedikit mengganggu sebagai mahasiswa proses belajar,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",12,positive
inila faktor membuat kurang puas,1,0,0,0,0,umum,-8,negative
layanan sedia baik mana wifi tersedia mahasiswa akses butuh mata kuliah akses jaringan pun kelemahan wifi sering terjadi lag wifi terkadang kurang manfaat,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",9,positive
wifi sendiri layanan lain tempat belajar nyaman dukung aktivitas belajar ajar soal tentang fasilitas mungkin dosen ajar pun ajar bahasa mudah paham dosen hanya ajar awal kalimat tidak mungkin asah pola pikir,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
fasilkom-ti milik layanan didik bagus,4,0,0,0,0,umum,9,positive
mulai dosen dosen milik banyak pengalaman studi tinggi membuat mahasiswa ajar mendapat ajar maksimal mahasiswa menerima ajar mudah baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",34,positive
dosen mungkin kurang kejelasan materi mengerti mudah mengerti kurang mahasiswa tidak modul dosen,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",0,netral
tidak masalah kalau kampus kecil segi indah kurang,2,0,1,0,0,reliability,-4,negative
jalan tidak rata cat gedung kurang bagus pudar kelupas lapangan parkir kurang baik sering lumpur terpeleset hiasan taman tidak air mancur tidak fungsi kamar mandi air kecil lampu mati ac-nya banyak tidak perabot kelas tidak susun rapi,2,1,1,0,1,"tangibles, reliability, assurance",6,positive
ruang ibadah ngga dingin ruang panas,2,1,1,0,1,"tangibles, reliability, assurance",0,netral
nilai kurang dosen staf pengajar,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
sering tidak masuk kelas kurang pandai materi jelas suka hati memindahkan jam kelas,2,1,0,0,1,"tangibles, assurance",-2,negative
modul kurang paham inti bahasa inggris harus arti smua pribadi,2,1,0,1,0,"tangibles, emphaty",-9,negative
semuanya baik tidak masalah,2,1,1,0,1,"tangibles, reliability, assurance",3,positive
lambatt,2,0,0,0,0,umum,0,netral
kemarin suda isi kuisioner ttg berbagai kepentingan kampus no respon,2,0,1,0,0,reliability,12,positive
kurangg lebih tidak peduli,2,0,0,0,0,umum,-3,negative
fasilitas ruang fasilkom ti baik ruang remot infokus tidak musola mesjid belum solat harus mesjid fakultas lain,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-14,negative
fasilitas laboratorium belum merata fasilitas prodi materi ajar laboratorium baik,1,1,1,0,1,"tangibles, reliability, assurance",-3,negative
kehadiran dosen variatif dosen dateng kurang kurang 15 menit batas toleransi lambat dosen lambat masuk sampai satu jam hanya menit bobot sks sks harus jam,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-5,negative
fasilitas ruang lengkap baik,5,1,1,0,1,"tangibles, reliability, assurance",2,positive
fasilitas laboratorium baik memuaskan,5,1,1,0,1,"tangibles, reliability, assurance",5,positive
para asisten lab baik sampai materi,5,1,1,0,1,"tangibles, reliability, assurance",7,positive
dosen guna ajar disiplin mahasiswa,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
materi dosen baik mudah paham,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",7,positive
bersih selelu perhati bersih ruang bersih toilet bersih lorong masuk ruang,5,1,1,0,1,"tangibles, reliability, assurance",-17,negative
lias staff akademik baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
urus berkas mahasiswa staff fakuktas baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
aspek berkuliah baik ruang kuliah pada proses belajar kurang hanya dingin ruang tidak terlalu memadal panas kurang nyaman,3,1,1,0,1,"tangibles, reliability, assurance",-10,negative
laboratorium tollet baik terjaga bersih,3,1,1,0,1,"tangibles, reliability, assurance",0,netral
terkait aspek bilang baik pemberian maten dosen paham pemberian materi serta praktik membuat lebih memahami terkait materi,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
ada eleaming laku akses modul mudah,3,0,0,0,0,umum,10,positive
terkait layanan urus berkas sepertinya perlu tingkat lagi terkadang berkas urus lama tertunda contoh urus berkas kkm program kampus merdeka sulit berkas sampai minggu berkas belum dapat,3,0,1,0,1,"reliability, assurance",-8,negative
fasilitas sedia fasilkom-ti jauh kata memuaskan ruang ibadah minim membuat mahasiswa harus ibadah fakultas lain tidak milik kantin mahasiswa harus mes makanan aplikasi harus fakultas lain membeli makanan kurang efektif toilet sendiri gelap lampu fungsi hanya lampu saja membuat orang berkerumun hanya masuk toilet saja,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-43,negative
fasilitas dapatkan baik,4,1,1,0,1,"tangibles, reliability, assurance",7,positive
ruang kelas nyaman terkadang ruang kelas tidak dingin panas pengap,4,1,1,0,1,"tangibles, reliability, assurance",-14,negative
ruang dekat kamar mandi wanita sering banjir becek banyak membuat lantai fasilkom-ti kotor tidak hati-hati terpeleset,4,1,1,0,1,"tangibles, reliability, assurance",-8,negative
sarana wifi pada kadang cepat kadang lambat tidak koneksi internet tidak apa jadi hemat kuota,4,0,0,0,0,umum,10,positive
sayang lab prodi ilmu komputer banyak komputer tidak menyala alhasil pakai laptop pribadi,4,1,0,0,0,tangibles,8,positive
kamar mandi wanita jarang kuras membuat bak kotor,4,0,0,0,0,umum,-4,negative
ruang ibadah baik,4,1,1,0,1,"tangibles, reliability, assurance",2,positive
para dosen baik meskipun kadang dosen gamasuk kabar para mahasiswa berada kelas,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",10,positive
materi pun jelas tinggal mahasiswa saja memahami materi,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",-2,negative
para staff membantu,4,0,0,0,0,umum,6,positive
tenang pendidik dosen fasilkom-ti iru bagus para dosen dosen fasilkom-ti dosen raih banyak prestasi fasilkom-ti akreditasi unggul membuat kualitas mahasiswa semakin baik tenaga didik dosen dosen pilihan tingkat kualitas mahasiswa inya terjamin baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",47,positive
kualitas ajar mudah mengerti mahasiswa membuat mahasiswa tidak malas berkuliah mudah mengerti,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",18,positive
aspek berkuliah baik ruang kuliah pada dingin ruang baik,3,1,1,0,1,"tangibles, reliability, assurance",-11,negative
laboratorium baik stop kontak tidak,3,1,1,0,1,"tangibles, reliability, assurance",13,positive
toilet baik terjaga bersih,3,1,1,0,1,"tangibles, reliability, assurance",5,positive
aspek reability baik terkait pemberian materi dosen paham elearning membuat lebih mudah akses modul,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
terkait layanan staff baik,3,1,1,0,1,"tangibles, reliability, assurance",2,positive
fasilitas fisik kampus fisik kampus terutama kamar mandi fasilkom ti kurang memuaskan,1,1,1,0,1,"tangibles, reliability, assurance",-2,negative
andal dosen staf akademik dosen materi tidak jelas,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
laku mahasiswa semuanya bagus,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-2,negative
sikap tanggap fakultaa sigap selesai masalah akademik pun keringanan maha siswa,1,0,1,1,0,"reliability, emphaty",13,positive
empathy paham kepentingan mahasiswa fakuktas bebas ingin mahasiswa buka ukm- ukm organisasi latih minat bakat mahasiswa,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",19,positive
ruang kuliah fasilkom ti nyaman bersih jadi semangat belajar sedia ruang solat bersih ruang laboratorium nyaman aslab enak kali ngajak seru sama adek-adek laboratorium layak jadi tempat belajar toilet bersi krna bersih dosen jelas materi asik tidak langsung meminta murid lebih banya belajar mandiri emang la perbedaan pelajar banding mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",21,positive
fasilitas fisik kampus fasilitas fisik kampus bagus alat membantu kuliah belum pada,3,1,1,0,1,"tangibles, reliability, assurance",15,positive
andal dosen staf akademik para dosen staff akademik membantu ajar kuliah dosen belum materi perkuliqhan jelas,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",14,positive
