Timestamp,Berikan Penilaian/Feedback Anda Sesuai Petunjuk Yang Ada,Seberapa memuaskan layanan akademik Fasilkom-TI USU yang kamu terima (secara keseluruhan) ?
03/12/2022 9:33:48,"Menurut saya, fasilitas di fasilkom-ti sangatlah baik. dosen dan staff pengajar selalu memberikan hal baru untuk dipelajari setiap harinya. sikap dan tindakan dosen, staff, dan lainnya sangatlah baik karena ramah. saat saya ada keperluan, pegawai tata usaha cepat menanggapi dan melayani keluhan saya. para pegawai tata usaha sangatlah responsif dan paham akan hal yang saya butuhkan, saya tidak perlu menunggu lama saat ada permasalah karena pegawai tata usaha langsung memproses yang dibutuhkan pada saat itu juga.",5
03/12/2022 9:36:25,"Menurut saya, fasilitas fisik kampus sangat membantu mahasiswa nya saat pembelajaran di kampus karena peralatan nya yang sangat lengkap dan masih bisa dipakai dengan baik. Selain itu , fasilitas nya disajikan dengan teratur dan bersih sehingga mahasiswa nya dapat memakainya secara nyaman. Keandalan dosen dan mahasiswa nya juga baik karena melayani mahasiswa nya secara ramah dan satun mulai dari dosen yang sangat baik dalam pembelajaran akademik dan juga staf disaat melayani kebutuhan akademik . Perlakuan pada mahasiswa baik juga karena ramah dan sopan .sikap tanggap dan pemahaman pada mahasiswa nya juga bagus karena memerhatikan setiap kebutuhan.",4
03/12/2022 9:36:44,"Ruang kuliah dan rusng ibadah cukup bersih .Ruang toilet kurang bersih karena kadang-kadang diluar terdapat becekan air yang menganggu mahasiswa yang lewat. Ruang laboratorium cukup baik tetapi akan lebih baik untuk memiliki tambahan tempat supaya mahasiswa tidak memiliki masalah terkait kesempitan tempat.Terkait hal reliability sudah baik tetapi masih bisa diperbaik lagi . Dalam hal assurance, responsiveness dan empathy sudah baik . Dalam bimbingan tugas akhir kali ini terdapat kendala yang menyulitkan mahasiswa termasuk saya sendiri ",3
03/12/2022 9:37:39,"Menurut saya, ruang kuliah tidak menggambarkan fakultas yang berkaitan dengan IT. Beberapa kelas memiliki masalah dengan proyektor yang tidak berfungsi. Laboratorium juga memiliki kendala dengan beberapa perangkat yang tidak bisa hidup atau mengalami kerusakan sehingga tidak dapat digunakan saat praktikum. Selanjutnya, tidak semua toilet menyediakan sabun di wastafel. Terkhusus toilet lantai 1, aroma nya terkadang kurang sedap. Mengenai reliability, hampir seluruh dosen mengalami penurunan kualitas pengajaran. Beberapa dosen juga jarang masuk dan hanya memberikan tugas tanpa menjelaskan. Menurut saya karena ini, peran dosen sebagai fasilitator menjadi kurang terlihat. Keterlambatan dosen memasuki kelas juga bukan hal yang langka. Hampir setiap pertemuan dosen mengajukan pengunduran sekitar 15-30 menit dengan alasan yang kurang profesional dalam beberapa kesempatan. Selain itu, ada juga dosen yang memiliki wawasan pengetahuan yang bagus tapi kurang dalam penyampaian atau penyebaran pengetahuan kepada mahasiswa.",1
03/12/2022 9:39:42,"Menurut saya, fasilitas fisik kampus kurang memuaskan. Dimulai dari pintu ruang kukiah yang macet, laboratorium yang panas, hingga toilet yang lampunya tidak berfungsi. Saya tidak puas karena jika kita melihat sisi prodi Teknologi Informasi, prodi Ilmu Komputer terlihat sangat menyedihkan. Alangkah baiknya jika fasilitas-fasilitas di Ilmu Komputer diseimbangkan dengan yang di TI. Kemudian untuk realibility staf akademik, saya merasa netral karena ada dosen yang bagus dan ada dosen yg tidak bagus. Hal tersebut dikarenakan ada staf akademik yang menerangkan materi sampai keakarnya, namun ada staf akademik yang hanya membaca slide tanpa menerangkan lebih lanjut. Terkadang juga ada dosen yang mendadak tidak datang tanpa adanya peringatan terlebih dahulu. Lalu ada juga dosen yang memberikan tugas yang tidak sesuai dengan kemampuan mahasiswa sehingga mahasiswa merasa tidak memiliki kemampuan kritis yang cukup. Selanjutnya assurance. Pengurus berkas sangat baik. Saya pernah ke TU untuk mengambil KRS dan rupanya stafnya sangat baik sampai memberikan saran-saran agar UTS berjalan lancar tanpa adanya masalah mengenai berkas. Saya juga diminta konfirmasi oleh stafnya ketika ada data yang kurang jelas. Untuk responsiveness fakultas, saya merasa sudah ok, karena adanya staf staf yang peduli dengan mahasiswa. Ada juga organisasi fakultas yang memberikan bantuan ketika mahasiswa dilanda masalah. Organisasi tersebut juga memberikan workshop atau pelatihan yang sesuai dengan apa yang dibutuhkan mahasiswa.",3
03/12/2022 9:40:53,"Menurut saya, fasilitas di fasilkom-ti sangatlah buruk. fasilkom-ti tidak memiliki kantin sendiri, sehingga kami mahasiswa harus keluar saat jam makan siang. padahal waktu istirahat antara satu mata kuliah ke mata kuliah berikutnya singkat. kami jadi terburu-buru untuk mencari makan dan makan. dosen dan staff pengajar masih ada yang tidak masuk ke kelas dan mengajar dengan malas. tindakan beberapa staff ada yang kurang menyenangkan karena tatapan yang sinis. saat saya ada keperluan, pegawai tata usaha kurang responsif.",1
03/12/2022 9:42:04,"dari pribadi saya sendiri aspek tangibles sudah sangat bagus mulai dari ruang kuliah yang sangat estetik, laboratorium yang sangat canggih, toilet yang sangat harum dan bersih, ruang ibadah yang memadai dan luas sehingga  saya menjadi nyaman untuk berkuliah. selanjutnya dari aspek reliabilty dosen sangatlah disiplin tidak pernah tiba tiba tidak masuk, materi yang diajar sangat asik, tugas yang mudah, dan dosen sangatlah pengertian terhadap mahasiswanya.berikutnya dari aspek assurance staf sangat ramah baik dan komunikatif sehingga saya pribadi merasa nyaman.selanjutnya aspek empathy fakultas sangatlah peduli terhadap mahasiswa dengan cara mengawasi dan memonitor mahasiswa sehingga para mahasiswa merasa dipedulikan. ",4
03/12/2022 9:47:13,"Keadaan kampus di USU terkhusus Fasilkom-TI itu sangat membantu dalam proses pembelajaran walaupun harus ada yang harus diperhatikan. Fasilitas yang didapatkan membantu mahasiswa dalam hal belajar mereka hanya saja mushola yang disediakan di gedung D tidak bisa digunakan mahasiswa ketika kondisi hujan karena mushola tersebut digunakan hanya untuk dosen, dosen yang mengajar sangat membantu untuk pemahaman mahasiswa walaupun mahasiswa tersebut tidak pernah belajar tentang komputer di jenjang menengah tetapi mereka berhasil memahami pelajaran yang diajarkan karena dosennya menjelaskan yang sangat detail tetapi hanya saja dosen kebanyakan tidak bisa hadir dalam proses ngajar mengajar, perlakuan kepada mahasiswa sangat membantu mental mahasiswa dalam proses belajar mereka di Fasilkom-TI.",3
03/12/2022 9:49:46,"Ruang kuliah di Fasilkom-TI memiliki fasilitas yang bagus dibanding dengan fakultas lain. Menyadari bahwa Fasilkom-TI berkaitan erat dengan teknologi yang memerhatikan suhu ruangan, di setiap ruangan memiliki AC yang bekerja dengan baik. Laboratorium memiliki perangkat-perangkat komputer yang memiliki spesifikasi yang bagus untuk dipergunakan selama praktikum. Setiap lantai memiliki toilet masing-masing mungkin kelihatan sepele, tetapi hal ini tetap diperhatikan di Fasilkom-TI. Bahkan kebersihan dilakukan rutin sehingga kebersihannya tetap terjaga. Kualitas pembelajaran juga baik. Setiap dosen memiliki cara mengajar yang berbeda tetapi semua mengajar dengan cara friendly dan fleksibel sehingga mahasiswa tidak takut untuk bertanya ataupun berdiskusi dengan dosen yang memiliki peran sebagai fasilitator. Modul yang diberikan cukup lengkap dan mudah dipahami. Staf akademik juga selalu ramah terhadap seluruh masyarakat Fasilkom-TI. Dosen pembimbing akademik juga selalu terbuka terhadap mahasiswa yang membutuhkan fasilitas konseling. Pihak Fakultas Fasilkom-TI juga sering melakukan survei atau mengadakan kuesioner untuk membantu mahasiswa dalam memenuhi kebutuhan-kebutuhan untuk menunjang kemajuan mahasiswa. Bahkan hal-hal terkait bidang non akademik seperti olahraga dan seni yang merupakan hobi mahasiswa juga dapat tersalurkan dengan baik. Semua civitas akademika di Fasilkom-TI juga selalu ramah terhadap sesama tanpa memandang status sosial dan ekonomi.",5
03/12/2022 9:55:17,"Dilihat dari aspek tangible untuk fasilitas yang diberikan ruang kuliah lumayan terpenuhi, hanya sering terjadi gangguan wifi dan jaringan yang mengganggu aktivitas belajar, bangku yang terbuat dari kayu sehingga membuat mahasiswa lebih cepat lelah, cukup rapuh sering berdecit yang mengganggu pembelajaran dan kurang tersedianya colokan untuk laptop dan kursi tambahan. Dari aspek reliability materi yg diberikan terkesan terburu"" sehingga sebagian mahasiswa masih kurang memahami materi yang diberikan.",4
03/12/2022 9:56:21,"Keadaan kampus di USU terkhusus Fasilkom-TI itu sangat membantu dalam proses pembelajaran walaupun harus ada yang harus diperhatikan. Fasilitas yang didapatkan membantu mahasiswa dalam hal belajar mereka hanya saja mushola yang disediakan di gedung D tidak bisa digunakan mahasiswa ketika kondisi hujan karena mushola tersebut digunakan hanya untuk dosen, dosen yang mengajar sangat membantu untuk pemahaman mahasiswa walaupun mahasiswa tersebut tidak pernah belajar tentang komputer di jenjang menengah tetapi mereka berhasil memahami pelajaran yang diajarkan karena dosennya menjelaskan yang sangat detail tetapi hanya saja dosen kebanyakan tidak bisa hadir dalam proses ngajar mengajar, perlakuan kepada mahasiswa sangat membantu mental mahasiswa dalam proses belajar mereka di Fasilkom-TI.",2
03/12/2022 9:58:13,"menurut saya, fasilkom-Ti keadaan fisik kampus sangat kurang ada lantai keramik yang rusak dan lampu di toiletnya juga mati yang hidup cuman 1 dan untuk fasilitas lab juga tidak memadai banyak komputer yang tidak bisa dihidupkan juga ac yang kurang dingin dan wifi yang tidak berfungsi. pada saat hujan juga banyak lumut yg membuat licin dan jika hujan mencium bau bau yang kurang mengenakkan. pada saat mati lampu, tidak menghidupkan genset yang membuat proses belajar mengajar menjadi terhambat/perlambat proses belajar mengajar",1
03/12/2022 9:58:58,"Fasilitas fisik kampus tidak jelek, melainkan sedikit kurang tertata seperti lampu toilet perempuan beberapa ada yang mati terkadang juga lampu hidup mati hidup mati sehingga sedikit mengganggu, ada beberapa ruangan yg unit ac nya tidak hidup maksimal sehingga membuat mahasiswa mahasiswa sedikit tidak nyaman. untuk dosen terkadang suka mengganti kelas atau tidak datang sesuai jadwal sehingga terkadang sedikit mengganggu saya sebagai mahasiswa dalam melakukan proses belajar. sehingga inila faktor  yang membuat saya kurang puas",1
03/12/2022 9:59:13,"menurut saya layanan yang di sediakan sudah cukup baik, dimana adanya WiFi yang sudah tersedia untuk mahasiswa mengakses jika di butuhkan saat mata kuliah yang memerlukan akses jaringan, namun ada pun kelemahan dari WiFi tersebut yaitu sering terjadi lag sehingga WiFi terkadang kurang bisa di manfaatkan.  selain WiFi itu sendiri layanan yang lain seperti tempat belajar yang nyaman sudah sangat mendukung aktivitas belajar mengajar, dan soal tentang fasilitas mungkin menurut saya sudah cukup, dan saat ketika dosen mengajar pun juga diajari dengan bahasa yang mudah di pahami namun ada juga beberapa dosen yang hanya mengajar di awal"" kalimat dan selanjutnya tidak di jelaskan mungkin itu untuk mengasah pola berpikir kami.",4
03/12/2022 10:05:39,"menurut saya, untuk fasilkom-ti memiliki layanan pendidikan yang cukup bagus. mulai dari dosen dosen yang memiliki banyak pengalaman dan studi yang tinggi sehingga membuat mahasiswa yang diajar mendapat pembelajaran yang maksimal dan mahasiswa juga dapat menerima pembelajaran dengan mudah dan baik. dan ada dosen juga tepat waktu mungkin ada beberapa yang kurang tepat waktu dan untuk kejelasan materinya cukup untuk di mengerti dan mudah juga untuk di mengerti namun kurangnya mahasiswa tidak mendapatkan modul dari dosen",4
03/12/2022 10:08:38,"Keadaan kampus di USU terkhusus Fasilkom-TI itu sangat membantu dalam proses pembelajaran walaupun harus ada yang harus diperhatikan. Fasilitas yang didapatkan membantu mahasiswa dalam hal belajar mereka hanya saja mushola yang disediakan di gedung D tidak bisa digunakan mahasiswa ketika kondisi hujan karena mushola tersebut digunakan hanya untuk dosen, dosen yang mengajar sangat membantu untuk pemahaman mahasiswa walaupun mahasiswa tersebut tidak pernah belajar tentang komputer di jenjang menengah tetapi mereka berhasil memahami pelajaran yang diajarkan karena dosennya menjelaskan yang sangat detail tetapi hanya saja dosen kebanyakan tidak bisa hadir dalam proses ngajar mengajar, perlakuan kepada mahasiswa sangat membantu mental mahasiswa dalam proses belajar mereka di Fasilkom-TI.",5
03/12/2022 10:15:59,"Tangibles : Tidak masalah kalau kampusnya kecil tetapi dari segi keindahan masih kurang. Jalannya tidak rata, cat gedung kurang bagus (pudar/mengelupas), lapangan parkir kurang baik karena sering berlumpur (bisa terpeleset), hiasan taman juga tidak ada (air mancur yang tidak berfungsi), kamar mandi airnya kecil dan lampunya mati, ac-nya banyak yang tidak digunakan, dan perabotan kelas tidak tersusun rapi. Ruang ibadah ngga ada pendingin ruangan (panas). Reliability : Penilaian kurang untuk dosen atau staf pengajar. Sering tidak masuk kelas, kurang pandai dalam menjelaskan materi secara jelas, dan sesuka hati memindahkan jam kelas. Modul yang diberikan sangat kurang bisa dipahami intinya karena berbahasa Inggris dan harus diartikan dulu smua secara pribadi. Assurance : Semuanya baik dan tidak ada yang bermasalah. Responsiveness : Lambatt. kemarin suda isi kuisioner ttg berbagai kepentingan kampus, tapi no respon. Emphaty : Kurangg, lebih ke tidak peduli",2
03/12/2022 10:17:29,"Menurut saya, untuk fasilitas ruangan di fasilkom ti cukup baik, tetapi ada beberapa ruangan yang remot infokus nya tidak ada dan untuk musola atau mesjid belum ada sehingga untuk solat harus di mesjid fakultas lain. Untuk fasilitas laboratorium belum merata fasilitas nya antara kedua prodi untuk materi pembelajaran di laboratorium cukup baik. 
Untuk kehadiran dosen variatif ada dosen yang dateng tepat waktu atau sekurang kurang nya 15 menit dari batas toleransi keterlambatan dan ada dosen yang terlambat masuk bahkan sampai satu jam dan hanya menjelaskan beberapa menit yang padahal bobot sks nya 3 sks seharus nya 2,5 jam ",1
03/12/2022 10:22:55,"Fasilitas ruangan cukup lengkap dan baik. Fasilitas laboratorium cukup baik dan memuaskan.para asisten lab juga baik cara penyampaian materinya. Dosen juga selalu tepat waktu guna mengajarkan kedisiplinan kepada mahasiswa. Materi yang di berikan dosen sangat baik dan mudah dipahami. Untuk kebersihan juga selelu diperhatikan seperti kebersihan ruangan, kebersihan toilet dan kebersihan lorong masuk ruangan.kulias staff akademik juga cukup baik.pengurusan berkas dari mahasiswa oleh staff fakuktas juga cukup baik",5
03/12/2022 10:26:47,"untuk aspek tangibles selama saya berkuliah sudah cukup baik, ruang kuliah yang memadai untuk proses belajar namun yang kurang hanya pada pendinginan beberapa ruang yang tidak terlalu memadal sehingga terasa panas dan kurang nyaman. Untuk laboratorium dan tollet juga sudah cukup baik dan terjaga kebersihannya. Terkait aspek reliability juga menurut saya sudah bisa dibilang baik dari pemberian maten dari dosen yang cukup dapat dipahami dan pemberian materi disertai praktik sehingga membuat saya dapat lebih memahami terkait materi tersebut. Ketika pengadaan eleaming diberlakukan akses modul juga cukup mudah. Sedangkan terkait layanan pengurusan berkas sepertinya masih perlu ditingkatkan lagi karena terkadang ada beberapa berkas yang pengurusannya cukup lama dan tertunda contohnya ketika saya mengurus berkas kkm untuk program kampus merdeka, cukup sulit untuk mendapatkan berkas tersebut sampai berminggu-minggu namun berkasnya masih belum bisa didapatkan juga.",3
03/12/2022 10:28:28,"menurut saya, fasilitas yang disediakan oleh fasilkom-ti masih sangat jauh dari kata memuaskan karena ruang ibadah yang minim yang membuat mahasiswa/i harus beribadah di fakultas lain, tidak memiliki kantin sehingga mahasiswa/i harus memesan makanan dari aplikasi atau harus ke fakultas lain untuk membeli makanan yang menurut saya sangat kurang efektif dan untuk toiletnya sendiri sangat gelap dan lampu yang berfungsi hanya 1 lampu saja yang membuat orang berkerumun hanya untuk masuk toilet saja  ",1
